Crop_Type,Sowing_Date,Avg_Temp,Tmax,Tmin,Actual_Yield,Germination_Days_From_Sowing,Germination_GDD_Required,Germination_Predicted_Date,Leaf_Development_Days_From_Sowing,Leaf_Development_GDD_Required,Leaf_Development_Predicted_Date,Tillering_Elongation_Days_From_Sowing,Tillering_Elongation_GDD_Required,Tillering_Elongation_Predicted_Date,Reproductive_Days_From_Sowing,Reproductive_GDD_Required,Reproductive_Predicted_Date,Grain_Filling_Days_From_Sowing,Grain_Filling_GDD_Required,Grain_Filling_Predicted_Date,Maturity_Days_From_Sowing,Maturity_GDD_Required,Maturity_Predicted_Date,Total_Season_Length_Predicted,Total_GDD_Required,Current_Growth_Stage,Days_To_Maturity,Harvest_Window_Start,Harvest_Window_End,Sowing_Date_dt
Cotton,2023-06-30,33.0,39.6,28.4,0.9,11,104.2,2023-07-11,26,565.1,2023-07-26,60,1224.3,2023-08-29,102,2450.7,2023-10-10,153,2877.5,2023-11-30,197,3530.2,2024-01-13,194,3621.0,Germination,197,2024-01-18,2024-01-28,2023-06-30
Rice,2023-07-15,28.0,37.0,22.9,4.6,6,84.3,2023-07-21,23,423.9,2023-08-07,49,817.5,2023-09-02,95,1679.1,2023-10-18,113,2082.6,2023-11-05,141,2472.3,2023-12-03,154,2487.0,Tillering_Elongation,141,2023-12-08,2023-12-18,2023-07-15
Wheat,2023-10-31,15.3,24.4,9.6,4.6,5,73.6,2023-11-05,30,338.7,2023-11-30,37,746.7,2023-12-07,86,1381.0,2024-01-25,100,1685.8,2024-02-08,139,2072.6,2024-03-18,111,2071.0,Germination,139,2024-03-23,2024-04-02,2023-10-31
Rice,2023-07-20,28.1,39.0,20.5,3.7,12,100.9,2023-08-01,23,359.2,2023-08-12,42,998.3,2023-08-31,82,1764.6,2023-10-10,119,1844.1,2023-11-16,123,2511.8,2023-11-20,136,2442.0,Leaf_Development,123,2023-11-25,2023-12-05,2023-07-20
Maize,2023-06-24,34.2,41.0,26.2,5.1,7,141.9,2023-07-01,23,450.2,2023-07-17,49,838.8,2023-08-12,79,1408.6,2023-09-11,93,1665.5,2023-09-25,106,2476.1,2023-10-08,111,2456.0,Reproductive,106,2023-10-13,2023-10-23,2023-06-24
Wheat,2023-10-25,20.0,31.2,13.6,5.5,6,94.7,2023-10-31,23,324.4,2023-11-17,44,688.4,2023-12-08,89,1406.8,2024-01-22,104,1654.9,2024-02-06,138,2027.4,2024-03-11,130,2029.0,Tillering_Elongation,138,2024-03-16,2024-03-26,2023-10-25
Maize,2023-07-09,29.6,36.7,22.2,7.8,7,143.9,2023-07-16,23,497.9,2023-08-01,36,999.4,2023-08-14,72,1436.9,2023-09-19,96,1685.2,2023-10-13,116,2457.5,2023-11-02,132,2651.0,Grain_Filling,116,2023-11-07,2023-11-17,2023-07-09
Wheat,2023-11-22,19.2,27.5,14.9,2.9,7,96.0,2023-11-29,21,397.2,2023-12-13,43,605.3,2024-01-04,86,1365.5,2024-02-16,101,1687.1,2024-03-02,128,2001.9,2024-03-29,138,1903.0,Germination,128,2024-04-03,2024-04-13,2023-11-22
Rice,2023-07-18,28.7,35.4,21.8,6.7,8,110.2,2023-07-26,22,408.0,2023-08-09,53,921.3,2023-09-09,80,1612.2,2023-10-06,96,2100.8,2023-10-22,152,2439.8,2023-12-17,160,2450.0,Germination,152,2023-12-22,2024-01-01,2023-07-18
Maize,2023-07-16,30.3,36.5,23.2,9.2,9,137.2,2023-07-25,20,489.5,2023-08-05,38,828.7,2023-08-23,80,1555.3,2023-10-04,90,1883.9,2023-10-14,127,2572.8,2023-11-20,126,2413.0,Grain_Filling,127,2023-11-25,2023-12-05,2023-07-16
Cotton,2023-06-08,33.8,43.7,26.2,2.6,8,112.0,2023-06-16,38,406.9,2023-07-16,78,1124.4,2023-08-25,124,2334.7,2023-10-10,172,3148.3,2023-11-27,186,4175.7,2023-12-11,233,3984.0,Leaf_Development,186,2023-12-16,2023-12-26,2023-06-08
Rice,2023-07-20,25.5,34.5,19.5,6.3,8,117.9,2023-07-28,25,391.0,2023-08-14,42,808.5,2023-08-31,80,1684.3,2023-10-08,95,2178.6,2023-10-23,137,2477.2,2023-12-04,123,2778.0,Reproductive,137,2023-12-09,2023-12-19,2023-07-20
Wheat,2023-12-06,18.8,27.6,11.1,5.4,10,89.3,2023-12-16,23,356.7,2023-12-29,37,666.2,2024-01-12,87,1455.3,2024-03-02,104,1507.2,2024-03-19,135,1922.9,2024-04-19,114,1836.0,Reproductive,135,2024-04-24,2024-05-04,2023-12-06
Rice,2023-06-11,33.2,39.7,28.1,5.2,9,87.7,2023-06-20,20,381.0,2023-07-01,43,981.1,2023-07-24,86,1635.6,2023-09-05,114,1928.7,2023-10-03,120,2799.7,2023-10-09,148,2732.0,Reproductive,120,2023-10-14,2023-10-24,2023-06-11
Rice,2023-06-20,30.1,41.5,23.6,3.8,10,89.3,2023-06-30,31,436.2,2023-07-21,50,838.0,2023-08-09,97,1673.7,2023-09-25,110,2085.1,2023-10-08,149,2645.4,2023-11-16,135,2422.0,Grain_Filling,149,2023-11-21,2023-12-01,2023-06-20
Wheat,2023-10-21,16.3,25.0,9.1,5.7,10,84.3,2023-10-31,20,307.2,2023-11-10,44,795.5,2023-12-04,86,1376.9,2024-01-15,86,1575.1,2024-01-15,140,1806.9,2024-03-09,120,1863.0,Maturity,140,2024-03-14,2024-03-24,2023-10-21
Cotton,2023-07-08,35.7,43.1,30.9,1.7,9,113.0,2023-07-17,25,410.3,2023-08-02,64,1007.8,2023-09-10,123,2332.6,2023-11-08,173,3006.7,2023-12-28,229,3873.5,2024-02-22,235,3601.0,Maturity,229,2024-02-27,2024-03-08,2023-07-08
Rice,2023-06-02,30.3,39.2,25.7,6.4,8,89.4,2023-06-10,26,409.8,2023-06-28,60,920.7,2023-08-01,86,1609.5,2023-08-27,104,1970.7,2023-09-14,146,2733.3,2023-10-26,154,2700.0,Leaf_Development,146,2023-10-31,2023-11-10,2023-06-02
Cotton,2023-07-30,33.8,41.0,26.6,1.0,11,109.5,2023-08-10,34,567.5,2023-09-02,68,1230.7,2023-10-06,110,2153.7,2023-11-17,143,3239.3,2023-12-20,204,3706.6,2024-02-19,188,4193.0,Leaf_Development,204,2024-02-24,2024-03-05,2023-07-30
Cotton,2023-06-20,29.1,38.3,24.2,1.9,8,116.7,2023-06-28,39,476.3,2023-07-29,74,1209.5,2023-09-02,108,2220.1,2023-10-06,177,2927.2,2023-12-14,216,4163.7,2024-01-22,217,3502.0,Leaf_Development,216,2024-01-27,2024-02-06,2023-06-20
Soybean,2023-07-07,26.6,34.7,20.7,1.9,8,100.6,2023-07-15,24,449.6,2023-07-31,44,628.4,2023-08-20,68,1079.3,2023-09-13,72,1661.7,2023-09-17,103,1813.6,2023-10-18,119,1915.0,Leaf_Development,103,2023-10-23,2023-11-02,2023-07-07
Wheat,2023-11-27,14.8,26.0,7.2,2.3,8,94.5,2023-12-05,26,377.1,2023-12-23,36,721.2,2024-01-02,86,1482.3,2024-02-21,99,1600.3,2024-03-05,140,2056.4,2024-04-15,118,1830.0,Maturity,140,2024-04-20,2024-04-30,2023-11-27
Cotton,2023-07-29,33.0,41.2,28.1,3.6,6,110.5,2023-08-04,31,450.5,2023-08-29,52,1115.3,2023-09-19,115,2179.6,2023-11-21,170,3244.5,2024-01-15,180,3694.3,2024-01-25,218,4142.0,Reproductive,180,2024-01-30,2024-02-09,2023-07-29
Maize,2023-06-25,31.2,40.0,26.4,5.8,5,114.5,2023-06-30,28,460.9,2023-07-23,49,930.2,2023-08-13,70,1533.6,2023-09-03,95,1600.7,2023-09-28,126,2579.1,2023-10-29,131,2378.0,Maturity,126,2023-11-03,2023-11-13,2023-06-25
Sugarcane,2023-06-26,27.8,39.0,21.5,62.6,28,150.4,2023-07-24,79,913.2,2023-09-13,136,2077.5,2023-11-09,254,4101.8,2024-03-06,255,4826.5,2024-03-07,339,5101.9,2024-05-30,300,4719.0,Tillering_Elongation,339,2024-06-04,2024-06-14,2023-06-26
Rice,2023-07-31,31.9,43.5,26.8,7.4,10,95.0,2023-08-10,31,417.3,2023-08-31,60,958.0,2023-09-29,83,1667.7,2023-10-22,112,1824.7,2023-11-20,153,2728.7,2023-12-31,149,2401.0,Reproductive,153,2024-01-05,2024-01-15,2023-07-31
Rice,2023-07-16,29.6,40.7,24.3,5.5,12,80.9,2023-07-28,27,356.6,2023-08-12,55,807.3,2023-09-09,94,1764.9,2023-10-18,114,1966.7,2023-11-07,131,2707.7,2023-11-24,122,2537.0,Germination,131,2023-11-29,2023-12-09,2023-07-16
Sugarcane,2023-06-13,30.1,37.3,23.9,89.0,21,216.0,2023-07-04,87,889.5,2023-09-08,155,2244.8,2023-11-15,223,4001.3,2024-01-22,289,4790.5,2024-03-28,361,5690.9,2024-06-08,315,5042.0,Leaf_Development,361,2024-06-13,2024-06-23,2023-06-13
Wheat,2023-10-19,20.7,32.2,14.5,3.7,6,94.1,2023-10-25,28,300.7,2023-11-16,47,618.8,2023-12-05,85,1393.7,2024-01-12,104,1516.0,2024-01-31,121,1889.0,2024-02-17,128,1990.0,Grain_Filling,121,2024-02-22,2024-03-03,2023-10-19
Wheat,2023-11-21,21.1,31.7,13.9,5.2,10,63.6,2023-12-01,21,388.5,2023-12-12,42,784.4,2024-01-02,82,1466.5,2024-02-11,103,1595.1,2024-03-03,119,1987.5,2024-03-19,133,2003.0,Grain_Filling,119,2024-03-24,2024-04-03,2023-11-21
Wheat,2023-11-28,15.2,23.3,10.9,5.0,5,89.3,2023-12-03,24,389.1,2023-12-22,35,627.1,2024-01-02,80,1468.8,2024-02-16,88,1460.1,2024-02-24,123,1931.5,2024-03-30,129,1998.0,Leaf_Development,123,2024-04-04,2024-04-14,2023-11-28
Soybean,2023-07-24,25.2,35.9,19.4,1.3,7,103.5,2023-07-31,19,315.1,2023-08-12,35,785.4,2023-08-28,63,1025.3,2023-09-25,91,1689.1,2023-10-23,101,1865.6,2023-11-02,104,2042.0,Reproductive,101,2023-11-07,2023-11-17,2023-07-24
Cotton,2023-07-11,39.1,50.4,34.1,3.5,8,98.8,2023-07-19,40,530.4,2023-08-20,74,1224.8,2023-09-23,127,2156.3,2023-11-15,158,3146.2,2023-12-16,190,3703.1,2024-01-17,216,3865.0,Maturity,190,2024-01-22,2024-02-01,2023-07-11
Rice,2023-06-16,30.5,42.4,22.7,5.1,6,103.3,2023-06-22,31,421.0,2023-07-17,45,884.7,2023-07-31,94,1677.4,2023-09-18,112,1933.4,2023-10-06,156,2683.0,2023-11-19,133,2498.0,Maturity,156,2023-11-24,2023-12-04,2023-06-16
Wheat,2023-10-21,18.5,24.8,14.5,2.6,6,82.5,2023-10-27,21,366.2,2023-11-11,39,649.6,2023-11-29,90,1454.6,2024-01-19,98,1617.2,2024-01-27,132,2096.6,2024-03-01,124,2076.0,Reproductive,132,2024-03-06,2024-03-16,2023-10-21
Maize,2023-07-15,28.0,39.4,22.2,8.8,8,106.8,2023-07-23,18,471.2,2023-08-02,37,921.4,2023-08-21,68,1519.2,2023-09-21,96,1913.2,2023-10-19,130,2422.0,2023-11-22,140,2494.0,Grain_Filling,130,2023-11-27,2023-12-07,2023-07-15
Cotton,2023-07-20,35.6,42.5,28.5,3.9,11,100.6,2023-07-31,27,438.5,2023-08-16,59,1147.2,2023-09-17,115,2399.6,2023-11-12,166,2889.3,2024-01-02,194,4142.2,2024-01-30,224,4102.0,Germination,194,2024-02-04,2024-02-14,2023-07-20
Wheat,2023-11-03,19.0,29.2,13.5,3.6,10,70.1,2023-11-13,24,383.0,2023-11-27,36,672.8,2023-12-09,82,1487.2,2024-01-24,101,1589.5,2024-02-12,118,1888.3,2024-02-29,112,1846.0,Maturity,118,2024-03-05,2024-03-15,2023-11-03
Cotton,2023-07-25,34.6,41.8,27.4,2.1,11,117.2,2023-08-05,36,582.9,2023-08-30,62,1283.1,2023-09-25,118,2050.3,2023-11-20,174,3222.3,2024-01-15,192,4030.4,2024-02-02,224,3520.0,Leaf_Development,192,2024-02-07,2024-02-17,2023-07-25
Maize,2023-07-14,29.7,40.7,25.5,8.8,6,106.0,2023-07-20,24,476.5,2023-08-07,40,859.7,2023-08-23,73,1546.0,2023-09-25,88,1848.1,2023-10-10,133,2606.5,2023-11-24,128,2226.0,Maturity,133,2023-11-29,2023-12-09,2023-07-14
Rice,2023-07-09,31.0,37.8,26.2,2.0,10,103.6,2023-07-19,23,412.4,2023-08-01,55,814.8,2023-09-02,80,1680.2,2023-09-27,105,1868.5,2023-10-22,123,2739.2,2023-11-09,124,2790.0,Tillering_Elongation,123,2023-11-14,2023-11-24,2023-07-09
Wheat,2023-12-05,15.7,23.4,10.1,4.7,9,98.3,2023-12-14,24,352.3,2023-12-29,40,769.5,2024-01-14,83,1466.0,2024-02-26,104,1494.4,2024-03-18,113,2053.5,2024-03-27,113,2000.0,Maturity,113,2024-04-01,2024-04-11,2023-12-05
Wheat,2023-10-22,18.1,29.4,12.7,5.0,10,84.0,2023-11-01,26,398.1,2023-11-17,37,689.7,2023-11-28,82,1306.8,2024-01-12,97,1565.5,2024-01-27,114,1930.7,2024-02-13,111,1825.0,Maturity,114,2024-02-18,2024-02-28,2023-10-22
Rice,2023-07-21,29.7,40.5,23.8,4.3,9,105.2,2023-07-30,31,353.8,2023-08-21,41,889.4,2023-08-31,89,1708.8,2023-10-18,107,2000.9,2023-11-05,147,2622.2,2023-12-15,123,2517.0,Reproductive,147,2023-12-20,2023-12-30,2023-07-21
Cotton,2023-07-07,28.5,36.4,24.4,2.5,11,110.5,2023-07-18,30,575.6,2023-08-06,80,1294.8,2023-09-25,122,2342.4,2023-11-06,152,3001.7,2023-12-06,230,4126.8,2024-02-22,216,3919.0,Grain_Filling,230,2024-02-27,2024-03-08,2023-07-07
Maize,2023-07-21,27.0,36.4,19.3,3.5,8,118.9,2023-07-29,27,435.2,2023-08-17,37,950.4,2023-08-27,64,1424.1,2023-09-23,75,1972.6,2023-10-04,111,2470.5,2023-11-09,135,2493.0,Leaf_Development,111,2023-11-14,2023-11-24,2023-07-21
Cotton,2023-06-03,29.0,39.3,21.2,2.7,6,96.2,2023-06-09,33,550.9,2023-07-06,74,1238.5,2023-08-16,111,2251.0,2023-09-22,161,3186.7,2023-11-11,218,4132.0,2024-01-07,187,4134.0,Tillering_Elongation,218,2024-01-12,2024-01-22,2023-06-03
Cotton,2023-06-23,30.6,42.2,25.1,2.6,11,101.8,2023-07-04,35,578.1,2023-07-28,55,1212.3,2023-08-17,112,2269.1,2023-10-13,175,3047.3,2023-12-15,227,3953.3,2024-02-05,235,3971.0,Germination,227,2024-02-10,2024-02-20,2023-06-23
Maize,2023-07-05,23.8,33.9,17.8,9.3,8,146.3,2023-07-13,28,486.5,2023-08-02,44,963.3,2023-08-18,77,1460.5,2023-09-20,83,1915.7,2023-09-26,131,2622.7,2023-11-13,134,2305.0,Tillering_Elongation,131,2023-11-18,2023-11-28,2023-07-05
Wheat,2023-11-11,16.3,26.4,8.9,4.0,5,90.4,2023-11-16,24,365.3,2023-12-05,40,659.4,2023-12-21,92,1425.0,2024-02-11,96,1682.2,2024-02-15,111,1840.7,2024-03-01,139,1903.0,Reproductive,111,2024-03-06,2024-03-16,2023-11-11
Cotton,2023-07-13,30.6,39.4,23.1,2.4,8,110.4,2023-07-21,33,485.8,2023-08-15,53,1203.3,2023-09-04,114,2044.8,2023-11-04,158,3243.4,2023-12-18,206,4110.2,2024-02-04,229,3735.0,Leaf_Development,206,2024-02-09,2024-02-19,2023-07-13
Rice,2023-06-24,25.8,31.9,20.5,6.6,12,117.6,2023-07-06,27,392.4,2023-07-21,40,925.7,2023-08-03,100,1776.4,2023-10-02,118,1805.9,2023-10-20,141,2753.7,2023-11-12,123,2522.0,Reproductive,141,2023-11-17,2023-11-27,2023-06-24
Sugarcane,2023-06-05,30.4,37.0,25.5,90.6,23,164.7,2023-06-28,82,853.6,2023-08-26,177,2860.6,2023-11-29,261,4385.4,2024-02-21,320,4652.8,2024-04-20,345,5498.8,2024-05-15,315,5746.0,Grain_Filling,345,2024-05-20,2024-05-30,2023-06-05
Rice,2023-07-03,28.8,38.5,22.1,6.8,9,118.3,2023-07-12,35,444.2,2023-08-07,43,892.7,2023-08-15,99,1602.4,2023-10-10,101,2155.0,2023-10-12,151,2585.5,2023-12-01,132,2575.0,Germination,151,2023-12-06,2023-12-16,2023-07-03
Maize,2023-07-12,28.7,35.6,24.4,6.8,9,128.2,2023-07-21,23,477.1,2023-08-04,42,947.1,2023-08-23,65,1518.6,2023-09-15,88,1997.5,2023-10-08,100,2344.5,2023-10-20,104,2680.0,Leaf_Development,100,2023-10-25,2023-11-04,2023-07-12
Cotton,2023-06-22,31.5,43.4,24.8,1.1,11,84.1,2023-07-03,28,570.9,2023-07-20,64,1291.2,2023-08-25,105,2253.7,2023-10-05,146,3285.6,2023-11-15,234,3838.0,2024-02-11,236,3778.0,Tillering_Elongation,234,2024-02-16,2024-02-26,2023-06-22
Cotton,2023-06-01,30.8,39.1,26.4,2.3,9,108.4,2023-06-10,37,584.1,2023-07-08,58,1094.5,2023-07-29,128,2384.7,2023-10-07,179,2804.8,2023-11-27,216,3936.8,2024-01-03,230,3894.0,Germination,216,2024-01-08,2024-01-18,2023-06-01
Maize,2023-07-25,29.7,37.9,25.2,5.5,8,129.6,2023-08-02,27,437.5,2023-08-21,38,896.2,2023-09-01,64,1442.4,2023-09-27,93,1676.6,2023-10-26,107,2673.5,2023-11-09,116,2373.0,Reproductive,107,2023-11-14,2023-11-24,2023-07-25
Cotton,2023-06-27,31.1,40.9,24.4,2.5,8,108.7,2023-07-05,25,542.6,2023-07-22,72,1011.2,2023-09-07,128,2423.1,2023-11-02,160,2998.0,2023-12-04,220,4084.8,2024-02-02,219,4148.0,Leaf_Development,220,2024-02-07,2024-02-17,2023-06-27
Sugarcane,2023-07-23,30.4,41.1,25.1,134.4,20,170.4,2023-08-12,67,992.2,2023-09-28,130,2876.2,2023-11-30,239,4486.2,2024-03-18,287,4359.2,2024-05-05,336,5640.0,2024-06-23,301,5262.0,Germination,336,2024-06-28,2024-07-08,2023-07-23
Rice,2023-07-02,30.8,39.6,24.5,3.6,7,102.1,2023-07-09,35,372.9,2023-08-06,52,887.6,2023-08-23,89,1741.3,2023-09-29,116,2039.4,2023-10-26,136,2654.6,2023-11-15,127,2784.0,Grain_Filling,136,2023-11-20,2023-11-30,2023-07-02
Rice,2023-06-07,29.4,36.2,22.7,2.6,9,89.8,2023-06-16,32,447.5,2023-07-09,49,887.3,2023-07-26,90,1758.3,2023-09-05,119,2041.6,2023-10-04,154,2531.9,2023-11-08,157,2408.0,Reproductive,154,2023-11-13,2023-11-23,2023-06-07
Maize,2023-06-28,27.4,34.6,21.5,4.1,8,137.8,2023-07-06,19,405.8,2023-07-17,38,927.6,2023-08-05,73,1502.2,2023-09-09,100,1767.4,2023-10-06,127,2513.2,2023-11-02,134,2588.0,Reproductive,127,2023-11-07,2023-11-17,2023-06-28
Maize,2023-06-24,28.2,38.6,21.3,3.4,5,103.7,2023-06-29,22,458.2,2023-07-16,45,884.6,2023-08-08,66,1523.6,2023-08-29,91,1764.5,2023-09-23,106,2457.1,2023-10-08,131,2521.0,Tillering_Elongation,106,2023-10-13,2023-10-23,2023-06-24
Wheat,2023-11-24,19.8,31.4,15.7,2.9,9,73.2,2023-12-03,21,384.4,2023-12-15,42,723.1,2024-01-05,89,1323.0,2024-02-21,102,1635.0,2024-03-05,126,1842.3,2024-03-29,110,1901.0,Grain_Filling,126,2024-04-03,2024-04-13,2023-11-24
Wheat,2023-12-11,16.7,28.5,11.6,4.2,8,61.7,2023-12-19,20,368.1,2023-12-31,37,762.3,2024-01-17,87,1412.5,2024-03-07,93,1453.5,2024-03-13,119,1810.1,2024-04-08,132,1989.0,Grain_Filling,119,2024-04-13,2024-04-23,2023-12-11
Rice,2023-07-24,29.8,37.1,22.3,6.3,6,87.6,2023-07-30,31,362.4,2023-08-24,55,882.4,2023-09-17,81,1660.3,2023-10-13,98,2081.5,2023-10-30,160,2522.9,2023-12-31,137,2710.0,Germination,160,2024-01-05,2024-01-15,2023-07-24
Wheat,2023-11-13,13.0,20.0,7.0,4.0,9,94.5,2023-11-22,25,347.3,2023-12-08,37,721.0,2023-12-20,94,1338.1,2024-02-15,95,1441.7,2024-02-16,128,2016.8,2024-03-20,112,2095.0,Germination,128,2024-03-25,2024-04-04,2023-11-13
Soybean,2023-07-16,26.4,36.6,19.5,2.3,5,73.9,2023-07-21,18,387.4,2023-08-03,43,786.7,2023-08-28,58,1033.3,2023-09-12,73,1483.8,2023-09-27,103,2235.8,2023-10-27,117,2237.0,Reproductive,103,2023-11-01,2023-11-11,2023-07-16
Rice,2023-06-10,31.1,40.7,26.5,3.7,6,105.9,2023-06-16,27,376.6,2023-07-07,46,948.1,2023-07-26,81,1776.5,2023-08-30,110,1880.9,2023-09-28,121,2613.6,2023-10-09,133,2444.0,Grain_Filling,121,2023-10-14,2023-10-24,2023-06-10
Soybean,2023-06-28,29.7,41.2,24.3,2.0,5,77.4,2023-07-03,18,432.6,2023-07-16,34,601.2,2023-08-01,58,1178.4,2023-08-25,92,1499.0,2023-09-28,114,2295.5,2023-10-20,111,1890.0,Reproductive,114,2023-10-25,2023-11-04,2023-06-28
Rice,2023-06-12,32.4,41.3,25.9,5.1,8,108.0,2023-06-20,22,425.2,2023-07-04,53,994.6,2023-08-04,81,1740.1,2023-09-01,116,1874.9,2023-10-06,140,2436.2,2023-10-30,154,2558.0,Grain_Filling,140,2023-11-04,2023-11-14,2023-06-12
Sugarcane,2023-07-17,29.1,35.2,25.1,120.1,24,227.7,2023-08-10,71,1097.5,2023-09-26,166,2882.7,2023-12-30,214,3757.0,2024-02-16,262,4337.2,2024-04-04,312,4994.9,2024-05-24,328,5684.0,Maturity,312,2024-05-29,2024-06-08,2023-07-17
Cotton,2023-07-04,33.1,40.8,27.8,3.6,8,112.8,2023-07-12,37,409.3,2023-08-10,78,1239.9,2023-09-20,125,2412.7,2023-11-06,175,3273.9,2023-12-26,193,3531.1,2024-01-13,227,4070.0,Leaf_Development,193,2024-01-18,2024-01-28,2023-07-04
Soybean,2023-07-12,28.4,35.6,22.4,1.9,8,82.6,2023-07-20,18,387.5,2023-07-30,37,731.6,2023-08-18,58,1290.7,2023-09-08,92,1683.5,2023-10-12,93,2112.5,2023-10-13,119,1868.0,Maturity,93,2023-10-18,2023-10-28,2023-07-12
Rice,2023-06-18,31.7,38.7,26.6,3.6,10,111.7,2023-06-28,33,405.2,2023-07-21,40,890.6,2023-07-28,93,1728.0,2023-09-19,120,2199.2,2023-10-16,129,2623.0,2023-10-25,150,2488.0,Grain_Filling,129,2023-10-30,2023-11-09,2023-06-18
Rice,2023-07-10,29.4,37.9,25.2,5.7,6,93.2,2023-07-16,33,401.8,2023-08-12,48,891.1,2023-08-27,99,1734.0,2023-10-17,119,2109.4,2023-11-06,144,2435.1,2023-12-01,145,2623.0,Tillering_Elongation,144,2023-12-06,2023-12-16,2023-07-10
Soybean,2023-07-22,23.5,35.0,17.7,2.0,7,95.9,2023-07-29,20,430.4,2023-08-11,36,750.3,2023-08-27,52,1174.3,2023-09-12,82,1620.8,2023-10-12,102,1802.2,2023-11-01,90,2173.0,Grain_Filling,102,2023-11-06,2023-11-16,2023-07-22
Rice,2023-07-29,32.6,39.5,26.1,2.6,11,97.3,2023-08-09,27,403.1,2023-08-25,59,849.3,2023-09-26,100,1737.7,2023-11-06,113,2189.0,2023-11-19,151,2784.3,2023-12-27,132,2523.0,Tillering_Elongation,151,2024-01-01,2024-01-11,2023-07-29
Wheat,2023-11-18,18.9,29.3,14.8,3.0,5,65.6,2023-11-23,25,312.2,2023-12-13,49,629.5,2024-01-06,80,1340.3,2024-02-06,90,1421.6,2024-02-16,138,2085.4,2024-04-04,110,1913.0,Maturity,138,2024-04-09,2024-04-19,2023-11-18
Sugarcane,2023-07-20,28.4,36.3,23.3,55.5,26,181.1,2023-08-15,66,1129.7,2023-09-24,132,2069.0,2023-11-29,264,4396.8,2024-04-09,263,4496.4,2024-04-08,355,4847.0,2024-07-09,342,5707.0,Germination,355,2024-07-14,2024-07-24,2023-07-20
Wheat,2023-11-14,17.1,24.2,12.1,3.8,7,61.3,2023-11-21,22,322.0,2023-12-06,36,732.5,2023-12-20,92,1484.7,2024-02-14,86,1597.9,2024-02-08,138,1949.3,2024-03-31,124,2005.0,Grain_Filling,138,2024-04-05,2024-04-15,2023-11-14
Wheat,2023-11-13,17.4,23.8,10.8,6.4,7,80.3,2023-11-20,29,386.2,2023-12-12,35,604.2,2023-12-18,80,1336.2,2024-02-01,105,1459.4,2024-02-26,126,1967.8,2024-03-18,122,1966.0,Reproductive,126,2024-03-23,2024-04-02,2023-11-13
Wheat,2023-11-11,17.6,29.3,10.7,3.2,8,89.0,2023-11-19,20,372.9,2023-12-01,37,738.6,2023-12-18,89,1478.0,2024-02-08,95,1453.9,2024-02-14,133,1880.0,2024-03-23,127,2034.0,Germination,133,2024-03-28,2024-04-07,2023-11-11
Rice,2023-07-23,27.7,38.5,22.2,2.7,11,92.6,2023-08-03,28,387.2,2023-08-20,51,976.6,2023-09-12,100,1729.2,2023-10-31,111,1812.6,2023-11-11,143,2458.8,2023-12-13,134,2477.0,Reproductive,143,2023-12-18,2023-12-28,2023-07-23
Maize,2023-07-17,26.6,36.5,20.2,7.8,9,125.5,2023-07-26,22,491.9,2023-08-08,36,973.4,2023-08-22,78,1500.9,2023-10-03,75,1785.8,2023-09-30,134,2493.9,2023-11-28,136,2638.0,Reproductive,134,2023-12-03,2023-12-13,2023-07-17
Soybean,2023-07-08,28.2,38.9,23.2,2.0,5,92.8,2023-07-13,16,445.7,2023-07-24,33,656.2,2023-08-10,64,1270.1,2023-09-10,79,1488.0,2023-09-25,98,1887.6,2023-10-14,114,1978.0,Maturity,98,2023-10-19,2023-10-29,2023-07-08
Cotton,2023-06-18,29.5,36.8,23.6,2.7,10,108.3,2023-06-28,27,530.4,2023-07-15,80,1282.5,2023-09-06,103,2304.8,2023-09-29,168,3169.1,2023-12-03,219,3901.1,2024-01-23,186,3710.0,Maturity,219,2024-01-28,2024-02-07,2023-06-18
Rice,2023-06-21,33.3,42.8,28.5,5.6,10,83.9,2023-07-01,35,405.4,2023-07-26,42,931.2,2023-08-02,88,1770.1,2023-09-17,96,1968.4,2023-09-25,130,2681.3,2023-10-29,131,2646.0,Leaf_Development,130,2023-11-03,2023-11-13,2023-06-21
Maize,2023-07-25,33.5,43.9,27.9,8.7,5,143.5,2023-07-30,26,408.8,2023-08-20,49,858.9,2023-09-12,63,1463.1,2023-09-26,77,1618.6,2023-10-10,124,2460.9,2023-11-26,122,2462.0,Reproductive,124,2023-12-01,2023-12-11,2023-07-25
Cotton,2023-06-16,31.3,40.4,23.6,2.6,9,97.0,2023-06-25,38,421.1,2023-07-24,58,1192.0,2023-08-13,102,2004.3,2023-09-26,153,3111.5,2023-11-16,185,3667.9,2023-12-18,189,3914.0,Germination,185,2023-12-23,2024-01-02,2023-06-16
Maize,2023-07-24,27.2,39.1,19.8,10.5,7,129.8,2023-07-31,19,408.2,2023-08-12,50,924.6,2023-09-12,73,1443.8,2023-10-05,90,1953.6,2023-10-22,118,2302.7,2023-11-19,118,2508.0,Reproductive,118,2023-11-24,2023-12-04,2023-07-24
Soybean,2023-07-30,21.8,33.7,14.2,2.0,4,78.5,2023-08-03,16,380.3,2023-08-15,44,643.5,2023-09-12,69,1166.3,2023-10-07,70,1507.0,2023-10-08,102,1840.7,2023-11-09,101,2138.0,Grain_Filling,102,2023-11-14,2023-11-24,2023-07-30
