DATE,Temp_Max_C,Temp_Min_C,Temp_Mean_C,Rainfall_mm,SolarRad_MJ_m2,Rel_Humidity_pct,WindSpeed_mps,GDD,Cumulative_Rainfall_mm
2020-02-10,29.05,11.88,20.22,0.0,14.03,60.05,3.3,10.465,4156.170000000005
2020-02-11,30.45,14.77,22.31,0.0,15.88,60.7,2.51,12.61,4156.170000000005
2020-02-12,31.24,15.99,22.95,0.0,16.24,57.83,2.17,13.614999999999998,4156.170000000005
2020-02-13,32.45,15.98,23.58,0.0,19.21,46.39,1.98,14.215000000000003,4156.170000000005
2020-02-14,32.94,16.34,24.29,0.0,19.86,40.11,1.62,14.64,4156.170000000005
2020-02-15,32.97,16.14,23.76,0.0,19.88,38.44,1.86,14.555,4156.170000000005
2020-02-16,33.69,14.28,23.53,0.0,19.31,37.61,2.31,13.985,4156.170000000005
2020-02-17,33.75,14.9,23.69,0.0,19.68,34.05,2.69,14.325,4156.170000000005
2020-02-18,34.66,14.36,23.88,0.0,21.17,27.0,1.45,14.509999999999998,4156.170000000005
2020-02-19,35.25,15.64,25.27,0.0,20.87,27.43,1.98,15.445,4156.170000000005
2020-02-20,35.86,17.1,26.11,0.0,20.31,31.47,1.98,16.48,4156.170000000005
2020-02-21,34.97,18.43,26.37,0.0,16.5,34.19,2.16,16.7,4156.170000000005
2020-02-22,35.5,17.78,25.72,0.0,20.29,29.13,1.65,16.64,4156.170000000005
2020-02-23,36.31,16.99,25.71,0.0,21.17,31.04,3.39,16.65,4156.170000000005
2020-02-24,33.96,16.37,24.28,0.0,21.25,28.97,3.05,15.165,4156.170000000005
2020-02-25,31.74,14.26,22.47,0.0,22.05,30.84,3.25,13.0,4156.170000000005
2020-02-26,33.12,14.86,23.65,0.0,22.89,27.53,2.67,13.989999999999998,4156.170000000005
2020-02-27,34.6,15.45,24.83,0.0,21.77,26.64,1.71,15.024999999999999,4156.170000000005
2020-02-28,35.64,16.6,25.83,0.0,21.79,27.12,3.63,16.12,4156.170000000005
2020-02-29,35.81,17.26,26.81,0.0,20.71,29.39,4.45,16.535000000000004,4156.170000000005
2020-03-01,36.02,20.29,28.02,0.16,19.1,29.76,1.15,18.155,4156.3300000000045
2020-03-02,35.79,19.48,26.82,0.1,21.85,29.81,2.14,17.634999999999998,4156.430000000005
2020-03-03,35.15,16.48,25.63,0.0,23.95,31.17,1.85,15.814999999999998,4156.430000000005
2020-03-04,33.84,16.47,24.86,0.0,23.51,39.3,2.16,15.155000000000001,4156.430000000005
2020-03-05,32.55,15.9,24.0,0.0,23.2,36.94,1.91,14.224999999999998,4156.430000000005
2020-03-06,32.78,16.37,24.11,0.0,22.79,45.02,3.01,14.575000000000003,4156.430000000005
2020-03-07,32.83,14.59,23.48,0.0,24.23,41.81,1.85,13.71,4156.430000000005
2020-03-08,35.15,14.59,25.19,0.0,22.91,25.13,3.27,14.869999999999997,4156.430000000005
2020-03-09,35.15,19.85,27.51,0.03,18.02,32.35,3.9,17.5,4156.460000000005
2020-03-10,35.78,20.5,27.55,0.07,20.84,42.22,4.9,18.14,4156.530000000004
2020-03-11,33.76,17.04,24.77,0.0,25.0,44.84,3.27,15.399999999999999,4156.530000000004
2020-03-12,33.62,14.95,23.87,0.0,23.79,41.77,2.89,14.284999999999997,4156.530000000004
2020-03-13,32.28,15.89,23.86,0.0,23.45,31.9,2.68,14.085,4156.530000000004
2020-03-14,34.04,14.63,23.51,0.0,24.3,14.87,1.68,14.335,4156.530000000004
2020-03-15,33.61,14.02,23.93,0.0,22.7,17.93,2.91,13.814999999999998,4156.530000000004
2020-03-16,36.73,17.11,26.87,0.0,21.68,18.23,3.41,16.919999999999998,4156.530000000004
2020-03-17,37.14,19.61,28.88,0.72,18.52,28.27,3.39,18.375,4157.250000000005
2020-03-18,37.22,23.89,30.33,3.78,21.21,34.72,2.37,20.555,4161.030000000004
2020-03-19,37.75,19.28,28.18,0.0,25.04,26.14,2.82,18.515,4161.030000000004
2020-03-20,36.24,18.98,27.1,0.0,24.8,27.04,2.0,17.61,4161.030000000004
2020-03-21,35.7,16.82,26.64,0.0,25.1,34.25,2.35,16.26,4161.030000000004
2020-03-22,36.52,20.02,28.51,0.0,25.39,29.67,1.71,18.270000000000003,4161.030000000004
2020-03-23,37.78,21.26,29.86,0.0,24.77,27.09,1.26,19.520000000000003,4161.030000000004
2020-03-24,38.92,22.53,31.04,0.0,23.14,24.27,1.14,20.725,4161.030000000004
2020-03-25,39.04,24.25,31.38,2.72,18.56,30.12,1.97,21.645,4163.750000000005
2020-03-26,32.32,22.46,27.75,4.8,19.49,55.41,3.05,17.39,4168.550000000005
2020-03-27,36.8,22.89,29.38,1.36,17.03,53.0,2.11,19.845,4169.910000000004
2020-03-28,35.84,21.35,29.13,0.01,22.34,49.61,2.29,18.595000000000002,4169.920000000005
2020-03-29,37.93,22.47,30.55,0.0,22.49,38.1,2.16,20.2,4169.920000000005
2020-03-30,37.93,23.78,30.52,4.93,22.38,44.66,3.44,20.855,4174.850000000005
2020-03-31,38.95,21.0,29.71,1.14,22.27,39.95,3.06,19.975,4175.990000000005
2020-04-01,38.67,18.38,28.76,1.85,25.1,35.41,1.64,18.525,4177.840000000006
2020-04-02,38.7,20.49,29.85,0.0,25.31,32.3,1.93,19.595,4177.840000000006
2020-04-03,39.87,20.53,30.87,0.0,23.83,28.45,3.01,20.2,4177.840000000006
2020-04-04,40.44,23.09,31.44,0.09,23.84,28.71,3.03,21.765,4177.930000000006
2020-04-05,40.46,21.7,31.29,0.0,25.05,25.15,2.85,21.08,4177.930000000006
2020-04-06,40.6,23.55,31.59,0.0,24.5,21.17,2.45,22.075000000000003,4177.930000000006
2020-04-07,40.03,20.79,30.62,0.0,26.29,24.35,2.38,20.41,4177.930000000006
2020-04-08,38.79,20.3,29.75,0.0,27.7,25.96,2.82,19.545,4177.930000000006
2020-04-09,39.27,20.95,30.73,0.0,27.08,26.84,3.63,20.11,4177.930000000006
2020-04-10,40.59,22.24,31.85,0.0,25.68,19.86,2.1,21.415,4177.930000000006
2020-04-11,41.81,22.63,33.19,0.0,24.28,16.66,1.25,22.22,4177.930000000006
2020-04-12,42.64,25.25,34.48,0.0,24.89,15.83,2.17,23.945,4177.930000000006
2020-04-13,42.49,24.25,34.16,0.0,25.74,16.02,2.18,23.370000000000005,4177.930000000006
2020-04-14,43.28,25.21,35.03,0.0,25.57,15.43,1.49,24.245000000000005,4177.930000000006
2020-04-15,41.87,27.14,34.36,0.0,25.33,17.02,2.14,24.504999999999995,4177.930000000006
2020-04-16,42.46,25.15,33.95,0.0,25.29,19.97,2.22,23.805,4177.930000000006
2020-04-17,42.53,25.63,34.57,0.0,25.38,23.39,2.2,24.08,4177.930000000006
2020-04-18,42.5,26.08,34.62,0.0,24.14,22.65,2.47,24.29,4177.930000000006
2020-04-19,41.8,27.75,34.7,0.0,23.23,22.7,2.2,24.775,4177.930000000006
2020-04-20,42.06,26.19,34.28,0.0,25.95,22.98,2.77,24.125,4177.930000000006
2020-04-21,41.37,24.54,33.14,0.0,27.63,22.06,2.62,22.955,4177.930000000006
2020-04-22,41.73,26.1,33.67,0.0,26.61,23.72,2.4,23.915,4177.930000000006
2020-04-23,42.22,26.05,34.22,0.0,26.59,25.8,2.79,24.134999999999998,4177.930000000006
2020-04-24,41.85,25.78,33.92,0.0,27.49,27.78,2.66,23.814999999999998,4177.930000000006
2020-04-25,40.31,24.98,32.56,0.0,28.29,30.25,2.77,22.645000000000003,4177.930000000006
2020-04-26,40.6,23.27,32.63,0.0,27.83,30.2,2.8,21.935000000000002,4177.930000000006
2020-04-27,41.74,27.85,34.38,0.0,25.87,24.44,2.16,24.795,4177.930000000006
2020-04-28,42.4,25.66,34.53,0.0,24.92,21.61,2.04,24.03,4177.930000000006
2020-04-29,43.09,27.05,35.59,0.0,25.03,17.13,2.79,25.07,4177.930000000006
2020-04-30,43.79,27.4,36.17,0.0,25.16,16.61,2.21,25.595,4177.930000000006
2020-05-01,43.61,28.31,35.82,0.01,24.97,23.14,2.42,25.96,4177.940000000006
2020-05-02,43.75,27.0,35.49,0.0,26.8,26.87,2.63,25.375,4177.940000000006
2020-05-03,43.6,26.54,35.09,0.0,28.06,25.7,3.03,25.07,4177.940000000006
2020-05-04,43.39,24.91,34.72,0.0,28.56,29.15,2.04,24.15,4177.940000000006
2020-05-05,43.31,26.49,35.38,0.0,27.05,27.31,2.11,24.9,4177.940000000006
2020-05-06,43.66,27.41,35.84,0.0,27.88,21.1,1.92,25.534999999999997,4177.940000000006
2020-05-07,43.6,26.59,35.37,0.01,27.8,18.54,2.62,25.095,4177.950000000006
2020-05-08,43.45,25.65,35.1,0.0,28.04,23.36,2.88,24.549999999999997,4177.950000000006
2020-05-09,43.45,25.54,35.15,0.0,25.96,25.29,2.96,24.495000000000005,4177.950000000006
2020-05-10,43.31,26.85,35.35,0.65,23.46,26.85,6.56,25.08,4178.600000000006
2020-05-11,43.19,27.18,35.63,0.65,25.71,29.59,4.45,25.185000000000002,4179.2500000000055
2020-05-12,42.94,28.22,35.89,0.0,26.65,26.53,2.28,25.58,4179.2500000000055
2020-05-13,43.06,27.52,35.74,0.35,24.06,27.25,2.71,25.29,4179.600000000006
2020-05-14,43.68,28.49,36.65,2.45,22.99,27.79,1.8,26.085,4182.050000000006
2020-05-15,41.72,29.17,35.64,3.07,19.68,31.48,3.65,25.445,4185.120000000005
2020-05-16,43.44,28.23,36.08,0.01,24.99,29.77,3.57,25.835,4185.130000000006
2020-05-17,42.74,28.54,35.78,0.0,24.57,27.91,3.21,25.64,4185.130000000006
2020-05-18,42.07,29.46,35.65,0.01,24.07,22.18,4.64,25.765,4185.140000000006
2020-05-19,43.22,26.98,35.18,0.04,24.87,28.3,4.85,25.1,4185.180000000006
2020-05-20,43.86,26.87,35.56,0.0,27.99,27.56,3.07,25.365000000000002,4185.180000000006
2020-05-21,43.82,26.22,35.18,0.0,26.96,27.24,3.27,25.019999999999996,4185.180000000006
2020-05-22,43.59,26.7,35.27,0.0,28.35,28.6,4.69,25.145000000000003,4185.180000000006
2020-05-23,44.62,27.06,36.18,0.0,27.96,24.31,3.99,25.839999999999996,4185.180000000006
2020-05-24,45.03,27.27,36.45,0.0,28.02,21.65,2.88,26.15,4185.180000000006
2020-05-25,44.9,27.58,36.5,0.0,27.96,24.76,2.92,26.239999999999995,4185.180000000006
2020-05-26,44.67,27.32,36.09,0.0,27.9,25.35,4.46,25.995000000000005,4185.180000000006
2020-05-27,44.23,25.95,34.99,0.0,28.91,34.17,3.04,25.089999999999996,4185.180000000006
2020-05-28,43.25,25.87,34.52,0.0,28.63,39.3,2.83,24.560000000000002,4185.180000000006
2020-05-29,40.12,27.05,33.4,0.0,28.4,44.09,2.37,23.585,4185.180000000006
2020-05-30,39.18,27.05,33.09,0.0,27.14,46.15,3.05,23.115000000000002,4185.180000000006
2020-05-31,40.83,27.05,34.14,0.31,24.92,40.45,3.12,23.939999999999998,4185.490000000006
2020-06-01,37.86,28.19,33.38,1.6,16.78,38.08,2.74,23.025,4187.0900000000065
2020-06-02,33.65,26.77,30.72,3.55,12.85,48.32,4.68,20.21,4190.640000000007
2020-06-03,29.2,24.91,26.43,29.25,11.13,75.36,1.89,17.055,4219.890000000007
2020-06-04,30.95,24.61,26.82,16.48,18.33,74.92,8.95,17.78,4236.370000000006
2020-06-05,35.27,23.16,28.64,4.87,20.41,66.85,3.38,19.215000000000003,4241.240000000006
2020-06-06,34.53,22.51,28.31,0.17,20.86,64.31,3.69,18.520000000000003,4241.410000000006
2020-06-07,33.53,23.91,28.75,3.09,20.99,67.47,3.55,18.72,4244.500000000006
2020-06-08,35.88,23.72,29.15,2.14,24.0,59.43,2.9,19.8,4246.640000000007
2020-06-09,36.09,22.87,29.35,0.06,24.04,55.36,2.54,19.480000000000004,4246.700000000007
2020-06-10,37.08,24.5,30.63,0.61,24.2,63.11,3.13,20.79,4247.310000000007
2020-06-11,35.76,25.53,30.5,4.05,20.14,67.1,3.13,20.645,4251.360000000007
2020-06-12,33.05,26.17,29.04,10.51,11.46,74.82,3.93,19.61,4261.870000000007
2020-06-13,30.41,25.38,27.82,25.1,17.62,81.31,2.04,17.895,4286.9700000000075
2020-06-14,33.48,25.28,29.07,20.37,18.19,76.95,2.16,19.38,4307.340000000007
2020-06-15,33.82,25.83,29.38,9.27,14.66,75.43,2.6,19.825,4316.610000000008
2020-06-16,34.54,25.31,29.64,7.94,21.33,74.24,2.88,19.924999999999997,4324.5500000000075
2020-06-17,34.16,25.45,29.53,8.92,10.37,73.08,2.56,19.805,4333.4700000000075
2020-06-18,35.64,24.88,29.69,0.04,19.72,69.06,2.37,20.259999999999998,4333.5100000000075
2020-06-19,32.7,24.94,28.29,1.11,19.68,77.08,3.23,18.82,4334.620000000007
2020-06-20,33.8,24.91,28.64,2.27,20.46,75.76,3.98,19.354999999999997,4336.890000000008
2020-06-21,32.79,24.92,28.41,0.02,22.75,75.31,2.16,18.855,4336.910000000008
2020-06-22,34.2,24.72,29.09,1.7,21.57,71.31,3.67,19.46,4338.610000000008
2020-06-23,33.9,24.28,29.14,1.25,18.32,68.37,2.85,19.09,4339.860000000008
2020-06-24,35.2,25.22,29.98,3.0,19.4,70.31,1.5,20.21,4342.860000000008
2020-06-25,35.79,25.56,30.5,1.7,22.47,70.71,2.66,20.674999999999997,4344.560000000008
2020-06-26,32.42,26.2,28.84,17.0,20.18,79.95,1.59,19.310000000000002,4361.560000000008
2020-06-27,32.74,24.29,28.5,10.27,17.31,77.05,2.04,18.515,4371.830000000008
2020-06-28,32.07,25.24,28.52,1.8,20.71,78.1,2.84,18.655,4373.630000000008
2020-06-29,31.32,25.45,27.95,6.91,17.2,80.96,2.57,18.384999999999998,4380.540000000008
2020-06-30,31.92,24.71,28.34,4.22,19.18,77.92,2.39,18.315,4384.760000000008
2020-07-01,34.86,24.77,29.44,1.66,20.36,71.92,2.3,19.814999999999998,4386.420000000008
2020-07-02,36.28,24.64,29.93,0.23,22.49,69.59,3.07,20.46,4386.650000000008
2020-07-03,32.37,25.48,28.82,1.45,16.09,77.91,3.26,18.924999999999997,4388.100000000008
2020-07-04,30.94,25.8,27.87,2.6,16.7,83.4,3.43,18.37,4390.700000000008
2020-07-05,30.55,24.88,27.2,21.66,12.47,82.63,4.47,17.715,4412.360000000008
2020-07-06,31.93,24.02,27.75,5.48,15.57,77.75,4.09,17.975,4417.840000000007
2020-07-07,32.88,24.63,28.22,5.61,16.26,77.75,3.83,18.755000000000003,4423.450000000007
2020-07-08,32.84,23.75,28.32,32.67,20.4,79.26,3.03,18.295,4456.120000000007
2020-07-09,33.91,23.94,28.53,2.29,19.5,76.61,3.41,18.924999999999997,4458.410000000007
2020-07-10,31.26,24.58,27.63,4.0,18.03,79.91,3.19,17.92,4462.410000000007
2020-07-11,33.02,24.16,28.27,1.2,19.57,76.83,3.01,18.590000000000003,4463.610000000007
2020-07-12,31.36,24.64,27.44,0.47,20.13,80.6,2.48,18.0,4464.080000000007
2020-07-13,31.43,24.03,27.42,3.76,19.84,77.19,3.15,17.73,4467.840000000007
2020-07-14,31.45,24.78,27.76,5.21,18.94,82.78,2.89,18.115000000000002,4473.0500000000075
2020-07-15,30.68,25.2,27.51,20.63,6.98,85.8,2.75,17.939999999999998,4493.680000000008
2020-07-16,31.52,24.45,27.75,39.12,9.61,82.5,1.78,17.985,4532.8000000000075
2020-07-17,33.0,23.4,27.92,0.39,18.45,77.13,1.77,18.2,4533.190000000008
2020-07-18,33.79,24.2,29.01,4.5,23.3,76.06,2.48,18.994999999999997,4537.690000000008
2020-07-19,31.22,25.13,27.9,4.94,19.8,82.13,3.11,18.174999999999997,4542.630000000007
2020-07-20,31.23,24.77,27.54,7.82,20.43,83.17,3.05,18.0,4550.450000000007
2020-07-21,31.69,24.09,27.88,1.23,16.69,77.04,2.61,17.89,4551.680000000007
2020-07-22,31.41,24.75,27.75,4.4,15.64,82.92,1.37,18.08,4556.080000000006
2020-07-23,31.12,24.87,27.51,23.75,16.47,83.98,2.42,17.995,4579.830000000006
2020-07-24,30.18,23.73,26.6,32.72,17.92,87.54,2.22,16.955,4612.550000000007
2020-07-25,29.92,23.28,26.62,3.1,14.53,83.6,1.44,16.6,4615.650000000007
2020-07-26,32.37,24.15,28.26,1.42,19.61,77.9,2.44,18.259999999999998,4617.070000000007
2020-07-27,31.79,24.48,27.78,1.45,21.71,81.02,2.29,18.134999999999998,4618.520000000007
2020-07-28,30.71,24.58,27.29,2.19,18.87,85.35,2.41,17.645,4620.710000000006
2020-07-29,31.0,24.2,27.44,11.75,16.35,85.12,2.7,17.6,4632.460000000006
2020-07-30,32.47,24.3,28.28,5.19,18.35,79.86,1.79,18.384999999999998,4637.650000000006
2020-07-31,32.0,24.99,28.26,7.32,19.13,83.51,1.83,18.494999999999997,4644.970000000006
2020-08-01,30.4,25.37,27.61,4.75,21.92,87.0,1.36,17.884999999999998,4649.720000000006
2020-08-02,30.26,25.02,27.41,3.99,19.42,87.48,1.86,17.64,4653.7100000000055
2020-08-03,30.65,24.59,27.35,3.1,13.85,83.78,1.76,17.619999999999997,4656.810000000006
2020-08-04,31.47,23.87,27.45,7.03,19.42,83.32,2.77,17.67,4663.840000000006
2020-08-05,30.99,24.88,27.72,3.17,18.82,84.58,3.09,17.935,4667.010000000006
2020-08-06,31.01,24.53,26.97,7.29,16.87,83.89,3.84,17.770000000000003,4674.300000000006
2020-08-07,32.65,23.15,27.53,5.15,17.36,81.01,3.0,17.9,4679.450000000005
2020-08-08,32.58,23.86,27.5,1.66,15.45,81.6,4.14,18.22,4681.110000000005
2020-08-09,31.42,23.86,26.99,1.29,12.12,83.72,3.46,17.64,4682.400000000005
2020-08-10,30.09,24.07,26.62,12.72,11.85,85.92,3.21,17.08,4695.120000000005
2020-08-11,29.8,24.25,26.52,9.3,11.8,87.29,3.04,17.025,4704.4200000000055
2020-08-12,29.83,24.02,26.26,15.32,9.75,87.19,3.67,16.924999999999997,4719.740000000005
2020-08-13,28.26,23.75,25.74,27.0,6.51,90.5,2.19,16.005000000000003,4746.740000000005
2020-08-14,28.87,23.88,25.91,30.05,8.73,90.83,2.15,16.375,4776.790000000005
2020-08-15,29.82,23.27,26.08,4.94,9.83,87.38,2.39,16.545,4781.730000000005
2020-08-16,29.5,23.43,25.99,10.75,7.62,87.5,4.06,16.465,4792.480000000005
2020-08-17,29.44,23.45,25.87,23.46,6.57,88.96,2.67,16.445,4815.940000000005
2020-08-18,28.68,22.86,25.59,11.93,11.66,89.6,2.97,15.77,4827.870000000005
2020-08-19,30.96,23.21,26.46,9.04,13.12,86.97,3.65,17.085,4836.910000000005
2020-08-20,28.57,23.66,25.78,9.84,9.22,91.36,2.31,16.115000000000002,4846.7500000000055
2020-08-21,29.33,23.69,26.04,15.34,12.55,89.75,1.7,16.509999999999998,4862.090000000006
2020-08-22,28.88,23.08,25.76,10.38,9.1,91.03,2.6,15.979999999999997,4872.470000000006
2020-08-23,29.33,23.88,26.1,4.43,15.32,88.24,3.39,16.604999999999997,4876.900000000006
2020-08-24,31.36,23.13,26.5,0.74,17.92,84.64,3.84,17.244999999999997,4877.640000000006
2020-08-25,30.93,22.56,26.32,2.32,18.7,85.11,3.34,16.744999999999997,4879.9600000000055
2020-08-26,30.65,22.94,26.36,1.27,19.89,85.58,2.63,16.795,4881.230000000006
2020-08-27,28.25,22.85,25.15,1.86,13.87,89.67,2.05,15.55,4883.090000000006
2020-08-28,28.18,22.57,25.04,10.12,11.37,90.3,2.4,15.375,4893.2100000000055
2020-08-29,27.38,22.9,24.96,20.94,5.55,91.77,2.01,15.14,4914.150000000005
2020-08-30,28.92,22.9,25.48,0.51,14.54,87.89,3.26,15.91,4914.660000000005
2020-08-31,30.95,22.22,26.0,2.16,17.79,85.53,4.13,16.585,4916.820000000005
2020-09-01,30.75,21.76,26.1,0.09,17.74,83.99,2.01,16.255000000000003,4916.910000000005
2020-09-02,30.82,22.76,26.68,0.85,19.52,81.24,2.04,16.79,4917.760000000006
2020-09-03,31.28,22.47,27.08,0.13,18.82,76.99,1.13,16.875,4917.890000000006
2020-09-04,32.52,21.88,27.5,1.12,20.1,78.1,2.36,17.200000000000003,4919.010000000006
2020-09-05,31.62,23.5,27.9,3.71,20.38,80.9,2.28,17.560000000000002,4922.720000000006
2020-09-06,32.07,24.59,28.54,20.99,18.1,77.8,1.74,18.33,4943.7100000000055
2020-09-07,30.75,24.18,26.95,6.65,20.56,86.99,2.09,17.465,4950.360000000005
2020-09-08,30.4,23.12,26.87,3.36,17.09,83.0,2.31,16.759999999999998,4953.720000000005
2020-09-09,30.09,24.17,26.82,0.15,17.85,87.2,1.57,17.130000000000003,4953.870000000004
2020-09-10,31.07,24.28,26.93,18.83,11.54,85.41,1.16,17.675,4972.700000000004
2020-09-11,29.63,23.4,26.21,30.04,14.26,88.81,1.13,16.515,5002.740000000004
2020-09-12,30.65,23.52,27.0,2.27,19.38,84.66,1.6,17.085,5005.010000000005
2020-09-13,30.08,24.14,26.85,0.98,16.42,87.01,0.86,17.11,5005.990000000004
2020-09-14,28.51,23.98,25.88,2.65,14.29,91.94,2.1,16.245,5008.640000000004
2020-09-15,29.78,23.92,26.46,0.87,13.93,88.47,2.13,16.85,5009.510000000004
2020-09-16,30.95,23.84,26.99,1.43,11.58,87.91,2.07,17.395,5010.940000000004
2020-09-17,30.75,24.59,27.21,2.08,11.29,89.51,1.83,17.67,5013.020000000004
2020-09-18,29.87,24.16,26.67,2.59,10.86,89.58,2.22,17.015,5015.610000000004
2020-09-19,29.2,24.04,26.25,13.74,13.94,90.84,2.84,16.619999999999997,5029.350000000004
2020-09-20,28.37,23.7,25.73,22.86,18.51,92.59,1.91,16.035,5052.210000000004
2020-09-21,29.21,24.05,26.4,4.85,12.8,90.57,3.31,16.630000000000003,5057.060000000004
2020-09-22,28.41,24.54,26.32,18.22,12.32,92.92,1.14,16.475,5075.280000000004
2020-09-23,30.06,24.29,26.47,9.28,14.34,90.75,2.02,17.174999999999997,5084.560000000004
2020-09-24,30.2,23.62,26.64,1.33,19.15,89.14,2.39,16.91,5085.890000000004
2020-09-25,30.7,24.13,26.88,3.09,14.23,87.06,1.78,17.415,5088.980000000004
2020-09-26,29.85,21.99,25.74,3.55,12.49,87.69,2.06,15.920000000000002,5092.530000000004
2020-09-27,28.6,20.98,24.51,0.12,19.5,87.27,2.01,14.79,5092.650000000004
2020-09-28,29.51,20.36,24.43,0.0,21.62,82.44,1.69,14.935000000000002,5092.650000000004
2020-09-29,29.95,21.24,25.12,0.0,21.42,84.03,2.31,15.594999999999999,5092.650000000004
2020-09-30,29.7,21.2,25.57,0.14,19.9,82.8,2.58,15.45,5092.7900000000045
2020-10-01,29.77,22.14,25.58,0.79,16.7,84.57,2.49,15.954999999999998,5093.5800000000045
2020-10-02,31.17,21.76,26.09,0.15,20.19,83.83,2.33,16.465000000000003,5093.730000000004
2020-10-03,31.6,22.39,26.47,0.05,21.64,82.07,2.57,16.995,5093.780000000004
2020-10-04,30.85,21.22,25.59,0.11,20.91,82.79,2.48,16.035,5093.890000000004
2020-10-05,31.28,20.89,25.65,0.08,20.84,81.31,2.04,16.085,5093.970000000004
2020-10-06,31.02,21.62,25.84,0.0,21.44,74.04,2.11,16.32,5093.970000000004
2020-10-07,29.93,20.22,24.77,0.02,17.56,73.33,1.89,15.075,5093.990000000004
2020-10-08,30.76,21.68,25.56,0.14,16.52,72.9,1.88,16.22,5094.130000000005
2020-10-09,30.5,21.11,25.59,0.03,15.24,82.33,1.63,15.805,5094.160000000004
2020-10-10,28.78,22.65,25.36,3.23,14.66,85.0,1.2,15.715,5097.390000000004
2020-10-11,30.6,21.64,25.84,5.42,9.42,81.37,1.67,16.12,5102.810000000004
2020-10-12,29.6,22.95,26.0,2.46,15.73,84.12,1.79,16.275,5105.270000000004
2020-10-13,30.73,23.15,26.66,1.33,14.86,85.19,1.74,16.939999999999998,5106.600000000004
2020-10-14,28.96,23.74,25.87,3.52,13.95,90.26,2.05,16.35,5110.120000000004
2020-10-15,29.96,23.75,26.23,0.57,12.73,88.11,3.26,16.855,5110.690000000004
2020-10-16,29.67,23.81,26.02,0.05,17.59,88.39,2.22,16.740000000000002,5110.740000000004
2020-10-17,30.57,22.7,26.6,3.25,14.14,86.44,2.51,16.634999999999998,5113.990000000004
2020-10-18,30.93,23.6,26.98,3.51,16.14,85.27,2.32,17.265,5117.500000000005
2020-10-19,31.32,23.07,26.85,0.12,17.19,84.14,1.02,17.195,5117.620000000004
2020-10-20,31.35,22.97,27.06,4.04,14.84,84.1,1.39,17.16,5121.660000000004
2020-10-21,30.45,23.98,26.93,8.75,14.91,82.9,1.94,17.215,5130.410000000004
2020-10-22,31.09,23.19,26.84,9.99,15.67,80.6,1.46,17.14,5140.400000000004
2020-10-23,30.99,23.11,26.48,2.49,17.76,75.63,1.19,17.049999999999997,5142.890000000004
2020-10-24,31.05,22.45,26.23,0.02,17.49,75.51,0.56,16.75,5142.910000000004
2020-10-25,29.49,20.91,24.79,0.01,14.31,77.16,1.13,15.2,5142.920000000005
2020-10-26,30.41,19.8,24.6,0.0,17.64,73.86,1.96,15.105,5142.920000000005
2020-10-27,29.78,18.42,24.17,0.0,19.97,61.32,0.61,14.100000000000001,5142.920000000005
2020-10-28,29.6,19.4,24.02,0.0,20.04,58.54,0.88,14.5,5142.920000000005
2020-10-29,29.58,17.55,23.03,0.0,20.42,64.77,0.78,13.564999999999998,5142.920000000005
2020-10-30,29.5,16.61,22.6,0.0,19.01,68.66,0.79,13.055,5142.920000000005
2020-10-31,29.07,16.54,22.46,0.0,18.09,70.98,1.61,12.805,5142.920000000005
2020-11-01,29.18,17.75,22.95,0.0,17.86,72.14,1.26,13.465,5142.920000000005
2020-11-02,29.52,17.87,23.17,0.0,17.17,73.68,1.08,13.695,5142.920000000005
2020-11-03,29.43,18.98,23.29,0.0,17.6,71.14,1.04,14.204999999999998,5142.920000000005
2020-11-04,29.61,17.8,23.25,0.0,17.7,64.57,0.77,13.704999999999998,5142.920000000005
2020-11-05,29.24,16.49,22.23,0.0,18.56,67.6,1.41,12.864999999999998,5142.920000000005
2020-11-06,28.25,14.36,20.57,0.0,18.92,64.62,1.39,11.305,5142.920000000005
2020-11-07,27.93,13.16,19.63,0.0,18.51,67.24,2.07,10.545000000000002,5142.920000000005
2020-11-08,27.43,12.49,19.19,0.0,18.39,66.26,2.43,9.96,5142.920000000005
2020-11-09,27.15,12.56,18.9,0.0,18.62,67.59,1.72,9.855,5142.920000000005
2020-11-10,26.56,12.47,18.42,0.0,17.7,67.64,1.27,9.515,5142.920000000005
2020-11-11,26.43,11.8,18.21,0.0,17.75,69.34,1.4,9.115000000000002,5142.920000000005
2020-11-12,27.43,11.84,19.63,0.0,18.7,72.73,1.22,9.634999999999998,5142.920000000005
2020-11-13,29.71,17.89,23.4,0.0,16.92,83.1,1.7,13.8,5142.920000000005
2020-11-14,30.23,19.19,23.81,0.0,17.19,79.28,1.95,14.71,5142.920000000005
2020-11-15,30.88,18.07,23.7,0.0,17.92,77.23,2.74,14.475000000000001,5142.920000000005
2020-11-16,31.05,18.14,24.12,0.0,17.66,75.94,1.54,14.594999999999999,5142.920000000005
2020-11-17,30.85,19.77,24.82,0.0,17.32,78.9,2.12,15.310000000000002,5142.920000000005
2020-11-18,30.86,19.26,25.09,0.02,16.39,74.51,1.8,15.060000000000002,5142.940000000005
2020-11-19,30.54,20.21,25.12,2.02,14.51,75.14,1.45,15.375,5144.9600000000055
2020-11-20,30.38,20.13,24.52,1.25,14.25,76.68,1.87,15.254999999999999,5146.2100000000055
2020-11-21,28.78,15.81,21.4,0.0,16.42,72.97,1.28,12.295000000000002,5146.2100000000055
